benchmark,design_id,pdb,n_pass,n_seq,rescue_target,clash_ok,true_rescue_target
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_22-atomized-bb-True,run_M0024_1nzy_cond0_22-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_23-atomized-bb-True,run_M0024_1nzy_cond0_23-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_24-atomized-bb-True,run_M0024_1nzy_cond0_24-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_25-atomized-bb-True,run_M0024_1nzy_cond0_25-atomized-bb-True.pdb,0,40,True,False,False
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_26-atomized-bb-True,run_M0024_1nzy_cond0_26-atomized-bb-True.pdb,0,40,True,False,False
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_27-atomized-bb-True,run_M0024_1nzy_cond0_27-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_28-atomized-bb-True,run_M0024_1nzy_cond0_28-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_29-atomized-bb-True,run_M0024_1nzy_cond0_29-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_3-atomized-bb-True,run_M0024_1nzy_cond0_3-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_30-atomized-bb-True,run_M0024_1nzy_cond0_30-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_31-atomized-bb-True,run_M0024_1nzy_cond0_31-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_32-atomized-bb-True,run_M0024_1nzy_cond0_32-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_33-atomized-bb-True,run_M0024_1nzy_cond0_33-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_34-atomized-bb-True,run_M0024_1nzy_cond0_34-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_35-atomized-bb-True,run_M0024_1nzy_cond0_35-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_36-atomized-bb-True,run_M0024_1nzy_cond0_36-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_37-atomized-bb-True,run_M0024_1nzy_cond0_37-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_38-atomized-bb-True,run_M0024_1nzy_cond0_38-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_39-atomized-bb-True,run_M0024_1nzy_cond0_39-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_4-atomized-bb-True,run_M0024_1nzy_cond0_4-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_40-atomized-bb-True,run_M0024_1nzy_cond0_40-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_41-atomized-bb-True,run_M0024_1nzy_cond0_41-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_42-atomized-bb-True,run_M0024_1nzy_cond0_42-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_43-atomized-bb-True,run_M0024_1nzy_cond0_43-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_44-atomized-bb-True,run_M0024_1nzy_cond0_44-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_45-atomized-bb-True,run_M0024_1nzy_cond0_45-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_46-atomized-bb-True,run_M0024_1nzy_cond0_46-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_47-atomized-bb-True,run_M0024_1nzy_cond0_47-atomized-bb-True.pdb,1,40,False,True,False
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_48-atomized-bb-True,run_M0024_1nzy_cond0_48-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_49-atomized-bb-True,run_M0024_1nzy_cond0_49-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_5-atomized-bb-True,run_M0024_1nzy_cond0_5-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_50-atomized-bb-True,run_M0024_1nzy_cond0_50-atomized-bb-True.pdb,0,40,True,False,False
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_51-atomized-bb-True,run_M0024_1nzy_cond0_51-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_52-atomized-bb-True,run_M0024_1nzy_cond0_52-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_53-atomized-bb-True,run_M0024_1nzy_cond0_53-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_54-atomized-bb-True,run_M0024_1nzy_cond0_54-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_55-atomized-bb-True,run_M0024_1nzy_cond0_55-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_56-atomized-bb-True,run_M0024_1nzy_cond0_56-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_57-atomized-bb-True,run_M0024_1nzy_cond0_57-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_58-atomized-bb-True,run_M0024_1nzy_cond0_58-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_59-atomized-bb-True,run_M0024_1nzy_cond0_59-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_6-atomized-bb-True,run_M0024_1nzy_cond0_6-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_60-atomized-bb-True,run_M0024_1nzy_cond0_60-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_61-atomized-bb-True,run_M0024_1nzy_cond0_61-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_62-atomized-bb-True,run_M0024_1nzy_cond0_62-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_63-atomized-bb-True,run_M0024_1nzy_cond0_63-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_64-atomized-bb-True,run_M0024_1nzy_cond0_64-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_65-atomized-bb-True,run_M0024_1nzy_cond0_65-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_66-atomized-bb-True,run_M0024_1nzy_cond0_66-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_67-atomized-bb-True,run_M0024_1nzy_cond0_67-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_68-atomized-bb-True,run_M0024_1nzy_cond0_68-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_69-atomized-bb-True,run_M0024_1nzy_cond0_69-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_7-atomized-bb-True,run_M0024_1nzy_cond0_7-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_70-atomized-bb-True,run_M0024_1nzy_cond0_70-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_71-atomized-bb-True,run_M0024_1nzy_cond0_71-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_72-atomized-bb-True,run_M0024_1nzy_cond0_72-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_73-atomized-bb-True,run_M0024_1nzy_cond0_73-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_74-atomized-bb-True,run_M0024_1nzy_cond0_74-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_75-atomized-bb-True,run_M0024_1nzy_cond0_75-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_76-atomized-bb-True,run_M0024_1nzy_cond0_76-atomized-bb-True.pdb,0,40,True,False,False
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_77-atomized-bb-True,run_M0024_1nzy_cond0_77-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_78-atomized-bb-True,run_M0024_1nzy_cond0_78-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_79-atomized-bb-True,run_M0024_1nzy_cond0_79-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_8-atomized-bb-True,run_M0024_1nzy_cond0_8-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_80-atomized-bb-True,run_M0024_1nzy_cond0_80-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_81-atomized-bb-True,run_M0024_1nzy_cond0_81-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_82-atomized-bb-True,run_M0024_1nzy_cond0_82-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_83-atomized-bb-True,run_M0024_1nzy_cond0_83-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_84-atomized-bb-True,run_M0024_1nzy_cond0_84-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_85-atomized-bb-True,run_M0024_1nzy_cond0_85-atomized-bb-True.pdb,0,40,True,False,False
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_86-atomized-bb-True,run_M0024_1nzy_cond0_86-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_87-atomized-bb-True,run_M0024_1nzy_cond0_87-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_88-atomized-bb-True,run_M0024_1nzy_cond0_88-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_89-atomized-bb-True,run_M0024_1nzy_cond0_89-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_9-atomized-bb-True,run_M0024_1nzy_cond0_9-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_90-atomized-bb-True,run_M0024_1nzy_cond0_90-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_91-atomized-bb-True,run_M0024_1nzy_cond0_91-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_92-atomized-bb-True,run_M0024_1nzy_cond0_92-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_93-atomized-bb-True,run_M0024_1nzy_cond0_93-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_94-atomized-bb-True,run_M0024_1nzy_cond0_94-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_95-atomized-bb-True,run_M0024_1nzy_cond0_95-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_96-atomized-bb-True,run_M0024_1nzy_cond0_96-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_97-atomized-bb-True,run_M0024_1nzy_cond0_97-atomized-bb-True.pdb,0,40,True,True,True
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_98-atomized-bb-True,run_M0024_1nzy_cond0_98-atomized-bb-True.pdb,0,40,True,False,False
M0024_1nzy,rfflow_fixed-ligand_run_M0024_1nzy_cond0_99-atomized-bb-True,run_M0024_1nzy_cond0_99-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_0-atomized-bb-True,run_M0040_13pk_cond1_0-atomized-bb-True.pdb,1,40,False,True,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_1-atomized-bb-True,run_M0040_13pk_cond1_1-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_10-atomized-bb-True,run_M0040_13pk_cond1_10-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_11-atomized-bb-True,run_M0040_13pk_cond1_11-atomized-bb-True.pdb,1,40,False,True,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_12-atomized-bb-True,run_M0040_13pk_cond1_12-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_13-atomized-bb-True,run_M0040_13pk_cond1_13-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_14-atomized-bb-True,run_M0040_13pk_cond1_14-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_15-atomized-bb-True,run_M0040_13pk_cond1_15-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_16-atomized-bb-True,run_M0040_13pk_cond1_16-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_17-atomized-bb-True,run_M0040_13pk_cond1_17-atomized-bb-True.pdb,2,40,False,True,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_18-atomized-bb-True,run_M0040_13pk_cond1_18-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_19-atomized-bb-True,run_M0040_13pk_cond1_19-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_2-atomized-bb-True,run_M0040_13pk_cond1_2-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_20-atomized-bb-True,run_M0040_13pk_cond1_20-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_21-atomized-bb-True,run_M0040_13pk_cond1_21-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_22-atomized-bb-True,run_M0040_13pk_cond1_22-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_23-atomized-bb-True,run_M0040_13pk_cond1_23-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_24-atomized-bb-True,run_M0040_13pk_cond1_24-atomized-bb-True.pdb,2,40,False,True,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_25-atomized-bb-True,run_M0040_13pk_cond1_25-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_26-atomized-bb-True,run_M0040_13pk_cond1_26-atomized-bb-True.pdb,1,40,False,True,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_27-atomized-bb-True,run_M0040_13pk_cond1_27-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_28-atomized-bb-True,run_M0040_13pk_cond1_28-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_29-atomized-bb-True,run_M0040_13pk_cond1_29-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_3-atomized-bb-True,run_M0040_13pk_cond1_3-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_30-atomized-bb-True,run_M0040_13pk_cond1_30-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_31-atomized-bb-True,run_M0040_13pk_cond1_31-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_32-atomized-bb-True,run_M0040_13pk_cond1_32-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_33-atomized-bb-True,run_M0040_13pk_cond1_33-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_34-atomized-bb-True,run_M0040_13pk_cond1_34-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_35-atomized-bb-True,run_M0040_13pk_cond1_35-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_36-atomized-bb-True,run_M0040_13pk_cond1_36-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_37-atomized-bb-True,run_M0040_13pk_cond1_37-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_38-atomized-bb-True,run_M0040_13pk_cond1_38-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_39-atomized-bb-True,run_M0040_13pk_cond1_39-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_4-atomized-bb-True,run_M0040_13pk_cond1_4-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_40-atomized-bb-True,run_M0040_13pk_cond1_40-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_41-atomized-bb-True,run_M0040_13pk_cond1_41-atomized-bb-True.pdb,1,40,False,True,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_42-atomized-bb-True,run_M0040_13pk_cond1_42-atomized-bb-True.pdb,1,40,False,True,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_43-atomized-bb-True,run_M0040_13pk_cond1_43-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_44-atomized-bb-True,run_M0040_13pk_cond1_44-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_45-atomized-bb-True,run_M0040_13pk_cond1_45-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_46-atomized-bb-True,run_M0040_13pk_cond1_46-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_47-atomized-bb-True,run_M0040_13pk_cond1_47-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_48-atomized-bb-True,run_M0040_13pk_cond1_48-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_49-atomized-bb-True,run_M0040_13pk_cond1_49-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_5-atomized-bb-True,run_M0040_13pk_cond1_5-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_50-atomized-bb-True,run_M0040_13pk_cond1_50-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_51-atomized-bb-True,run_M0040_13pk_cond1_51-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_52-atomized-bb-True,run_M0040_13pk_cond1_52-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_53-atomized-bb-True,run_M0040_13pk_cond1_53-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_54-atomized-bb-True,run_M0040_13pk_cond1_54-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_55-atomized-bb-True,run_M0040_13pk_cond1_55-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_56-atomized-bb-True,run_M0040_13pk_cond1_56-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_57-atomized-bb-True,run_M0040_13pk_cond1_57-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_58-atomized-bb-True,run_M0040_13pk_cond1_58-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_59-atomized-bb-True,run_M0040_13pk_cond1_59-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_6-atomized-bb-True,run_M0040_13pk_cond1_6-atomized-bb-True.pdb,0,40,True,True,True
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_60-atomized-bb-True,run_M0040_13pk_cond1_60-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_61-atomized-bb-True,run_M0040_13pk_cond1_61-atomized-bb-True.pdb,0,40,True,False,False
M0040_13pk,rfflow_fixed-ligand_run_M0040_13pk_cond1_62-atomized-bb-True,run_M0040_13pk_cond1_62-atomized-bb-True.pdb,0,40,True,False,False
